Product_Number,T일 예정 수주량,T-1일 예정 수주량,T-2일 예정 수주량,T-3일 예정 수주량,T-4일 예정 수주량,작년 T일 예정 수주량,작년 T-1일 예정 수주량,작년 T-2일 예정 수주량,작년 T-3일 예정 수주량,작년 T-4일 예정 수주량,T일 예상 수주량,T-1일 예상 수주량,T-2일 예상 수주량,T-3일 예상 수주량,T-4일 예상 수주량,DateTime,DoW,Temperature,Humidity
Product_86,737,627.0,622.0,603.0,610.0,504,500.0,442.0,461.0,466.0,532,324.0,387.0,0.0,0.0,2022-03-07 16:03:00,Monday,12.49631579,21.79947368
Product_86,737,590.0,585.0,564.0,543.0,504,578.0,601.0,496.0,502.0,532,536.0,725.0,732.0,0.0,2022-03-08 07:08:00,Tuesday,15.33172414,28.03034483
Product_86,737,590.0,0.0,0.0,0.0,504,578.0,521.0,515.0,515.0,532,536.0,583.0,712.0,719.0,2022-03-09 06:33:00,Wednesday,16.68,21.752
Product_86,638,590.0,0.0,509.0,514.0,477,578.0,521.0,499.0,399.0,493,536.0,583.0,602.0,726.0,2022-03-10 17:29:00,Thursday,15.80965789,36.52771053
Product_86,666,598.0,0.0,509.0,584.0,0,0.0,521.0,499.0,0.0,570,503.0,583.0,602.0,392.0,2022-03-11 06:33:00,Friday,19.02594855,30.04318328
Product_86,574,458.0,449.0,509.0,584.0,535,543.0,534.0,499.0,0.0,453,390.0,189.0,602.0,392.0,2022-03-12 06:39:00,Saturday,19.509,42.867
Product_86,640,573.0,555.0,544.0,584.0,531,517.0,525.0,522.0,0.0,0,0.0,0.0,0.0,392.0,2022-03-13 16:26:00,Sunday,20.76761905,50.01571429
Product_86,580,493.0,476.0,473.0,503.0,451,611.0,535.0,592.0,545.0,208,242.0,272.0,277.0,0.0,2022-03-14 07:03:00,Monday,26.57186957,38.8723913
Product_86,616,516.0,464.0,472.0,460.0,0,0.0,565.0,505.0,574.0,675,121.0,302.0,294.0,288.0,2022-03-24 18:30:00,Thursday,18.077916666666667,29.488958333333333
Product_86,600,560.0,578.0,0.0,0.0,0,0.0,285.0,539.0,511.0,826,855.0,302.0,247.0,266.0,2022-03-25 17:30:00,Friday,18.93392681838465,30.314096385542168
Product_86,621,589.0,590.0,558.0,536.0,446,445.0,451.0,306.0,422.0,0,0.0,0.0,0.0,201.0,2022-03-26 16:33:00,Saturday,22.7125,44.781
Product_86,636,581.0,582.0,588.0,536.0,508,494.0,514.0,523.0,237.0,0,0.0,0.0,0.0,442.0,2022-03-27 17:06:00,Sunday,22.076666666666668,37.06
Product_86,632,558.0,526.0,555.0,532.0,0,511.0,548.0,560.0,533.0,586,176.0,307.0,904.0,877.0,2022-03-28 06:32:00,Monday,19.345116279069767,22.69581395348837
Product_86,632,0.0,0.0,0.0,0.0,0,0.0,504.0,492.0,459.0,586,528.0,272.0,926.0,863.0,2022-03-29 07:13:00,Tuesday,19.264869029275808,26.678520801232665
Product_86,632,0.0,0.0,0.0,0.0,0,0.0,0.0,341.0,0.0,586,528.0,551.0,641.0,969.0,2022-03-30 06:30:00,Wednesday,20.488076923076925,29.026538461538458
Product_86,632,0.0,0.0,0.0,449.0,0,0.0,0.0,0.0,0.0,586,528.0,551.0,480.0,571.0,2022-03-31 06:29:00,Thursday,24.5975641025641,43.14782051282051
Product_86,632,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,586,528.0,551.0,480.0,344.0,2022-04-01 06:31:00,Friday,19.2385,32.25075
Product_86,632,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,586,528.0,551.0,480.0,344.0,2022-04-02 06:33:00,Saturday,27.51234042553192,1021.615319148936
Product_86,632,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,586,528.0,551.0,480.0,344.0,2022-04-03 06:35:00,Sunday,18.52578947368421,31.69815789473684
Product_86,632,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,586,528.0,551.0,480.0,344.0,2022-04-04 06:33:00,Monday,17.395576923076923,37.58807692307692
Product_86,632,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,586,528.0,551.0,480.0,344.0,2022-04-05 15:38:00,Tuesday,21.54230769230769,29.184615384615384
Product_86,632,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,586,528.0,551.0,480.0,344.0,2022-04-06 06:28:00,Wednesday,23.31573120494336,23.293002059732235
Product_86,641,0.0,0.0,0.0,0.0,351,0.0,0.0,0.0,0.0,481,528.0,551.0,480.0,344.0,2022-04-07 12:58:00,Thursday,22.20712784588441,24.05949211908932
Product_86,523,488.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,410,635.0,551.0,480.0,344.0,2022-04-08 18:00:00,Friday,22.86332020997376,23.87544619422572
Product_86,555,480.0,489.0,0.0,0.0,317,337.0,460.0,0.0,0.0,482,499.0,409.0,480.0,344.0,2022-04-09 11:58:00,Saturday,23.05534521158129,31.030677060133627
Product_86,609,506.0,477.0,426.0,0.0,399,395.0,394.0,431.0,0.0,0,0.0,0.0,0.0,344.0,2022-04-10 17:34:00,Sunday,23.84151761517615,28.932168021680216
Product_86,529,411.0,413.0,412.0,412.0,456,453.0,445.0,442.0,428.0,557,0.0,0.0,0.0,395.0,2022-04-12 07:08:00,Tuesday,24.04711317418214,46.974902740937225
Product_86,0,0.0,0.0,0.0,0.0,467,466.0,430.0,436.0,437.0,552,522.0,523.0,539.0,465.0,2022-04-13 08:35:00,Wednesday,25.927187362878456,44.35292233435717
Product_86,0,0.0,0.0,0.0,0.0,467,395.0,384.0,371.0,382.0,552,523.0,514.0,488.0,398.0,2022-04-14 07:03:00,Thursday,21.62528200537153,37.15836168307968
Product_86,392,0.0,391.0,307.0,323.0,447,395.0,448.0,474.0,449.0,466,523.0,467.0,415.0,436.0,2022-04-15 16:30:00,Friday,20.67440052128584,34.83207211120765
Product_86,391,350.0,391.0,351.0,379.0,0,0.0,448.0,0.0,0.0,577,296.0,467.0,296.0,291.0,2022-04-16 10:29:00,Saturday,22.07950980392157,25.89735294117647
Product_86,531,459.0,452.0,351.0,451.0,0,0.0,561.0,0.0,561.0,638,424.0,294.0,296.0,295.0,2022-04-17 18:34:00,Sunday,19.585171755725188,32.27125954198473
Product_86,569,458.0,475.0,466.0,451.0,586,587.0,571.0,552.0,561.0,0,0.0,0.0,0.0,295.0,2022-04-18 17:32:00,Monday,20.38785553047404,26.115756207674945
Product_86,555,422.0,376.0,375.0,397.0,552,575.0,616.0,628.0,524.0,444,434.0,459.0,304.0,484.0,2022-04-19 15:05:00,Tuesday,24.445833333333336,22.118125000000003
Product_86,555,470.0,415.0,409.0,423.0,552,492.0,703.0,587.0,587.0,444,410.0,461.0,386.0,328.0,2022-04-20 07:05:00,Wednesday,22.118696219035204,22.47946544980444
Product_86,555,470.0,0.0,0.0,0.0,552,492.0,557.0,633.0,598.0,444,410.0,443.0,548.0,545.0,2022-04-21 06:29:00,Thursday,23.693998265394622,23.10624891587164
Product_86,555,470.0,0.0,0.0,0.0,552,492.0,557.0,482.0,485.0,444,410.0,443.0,584.0,542.0,2022-04-22 06:28:00,Friday,20.91,42.03
Product_86,559,470.0,0.0,0.0,524.0,0,492.0,557.0,482.0,0.0,553,410.0,443.0,584.0,488.0,2022-04-23 11:34:00,Saturday,24.4842132639792,40.82117035110533
Product_86,513,477.0,0.0,0.0,524.0,595,499.0,557.0,482.0,0.0,468,523.0,443.0,584.0,488.0,2022-04-24 12:38:00,Sunday,21.63182409012132,39.84149480069324
Product_86,564,491.0,451.0,0.0,524.0,616,601.0,406.0,482.0,0.0,0,0.0,0.0,584.0,488.0,2022-04-25 16:30:00,Monday,22.888778260869564,48.475965217391305
Product_86,632,540.0,522.0,564.0,524.0,543,554.0,543.0,444.0,0.0,533,528.0,515.0,417.0,488.0,2022-04-26 15:34:00,Tuesday,27.59588184187663,46.71308861859253
Product_86,595,512.0,493.0,492.0,497.0,598,569.0,555.0,544.0,581.0,507,510.0,489.0,501.0,558.0,2022-04-27 07:42:00,Wednesday,25.994268980477223,50.01444251626898
Product_86,595,0.0,0.0,0.0,0.0,598,605.0,588.0,581.0,574.0,507,463.0,464.0,350.0,372.0,2022-04-28 06:36:00,Thursday,23.621786179921774,39.83860495436767
Product_86,588,0.0,511.0,514.0,584.0,534,605.0,521.0,513.0,497.0,408,463.0,400.0,353.0,6.0,2022-04-29 16:38:00,Friday,25.10683817062445,34.70689973614776
Product_86,599,544.0,511.0,548.0,560.0,0,0.0,521.0,0.0,0.0,480,82.0,400.0,70.0,23.0,2022-04-30 15:57:00,Saturday,23.21602692140686,37.26727746417716
Product_86,624,567.0,568.0,548.0,572.0,504,504.0,503.0,0.0,502.0,423,247.0,142.0,70.0,132.0,2022-05-01 16:01:00,Sunday,22.293566160520605,40.38777006507592
Product_86,678,605.0,603.0,597.0,572.0,582,567.0,549.0,509.0,502.0,0,0.0,0.0,0.0,132.0,2022-05-02 15:01:00,Monday,19.5439305856833,34.848841648590025
Product_86,737,627.0,622.0,603.0,610.0,504,500.0,442.0,461.0,466.0,532,324.0,387.0,0.0,0.0,2022-05-03 16:03:00,Tuesday,20.630825010855407,39.65812418584455
Product_86,737,590.0,585.0,564.0,543.0,504,578.0,601.0,496.0,502.0,532,536.0,725.0,732.0,0.0,2022-05-04 07:08:00,Wednesday,21.66312201476336,36.523156752062526
Product_86,737,590.0,0.0,0.0,0.0,504,578.0,521.0,515.0,515.0,532,536.0,583.0,712.0,719.0,2022-05-05 06:33:00,Thursday,21.516258177060617,38.73730484081989
Product_86,638,590.0,0.0,509.0,514.0,477,578.0,521.0,499.0,399.0,493,536.0,583.0,602.0,726.0,2022-05-06 17:29:00,Friday,23.332711496746203,38.916793926247294
Product_86,666,598.0,0.0,509.0,584.0,0,0.0,521.0,499.0,0.0,570,503.0,583.0,602.0,392.0,2022-05-07 06:33:00,Saturday,25.00492634315425,41.422474003466206
Product_86,574,458.0,449.0,509.0,584.0,535,543.0,534.0,499.0,0.0,453,390.0,189.0,602.0,392.0,2022-05-08 06:39:00,Sunday,24.35029424491562,35.9906101254868
Product_86,640,573.0,555.0,544.0,584.0,531,517.0,525.0,522.0,0.0,0,0.0,0.0,0.0,392.0,2022-05-09 16:26:00,Monday,22.51669120831529,33.2242442615851
Product_86,578,493.0,476.0,473.0,503.0,538,611.0,535.0,592.0,545.0,289,242.0,272.0,277.0,0.0,2022-05-10 15:38:00,Tuesday,22.93383847155884,27.198297872340422
Product_86,578,470.0,464.0,472.0,460.0,538,537.0,565.0,505.0,574.0,289,306.0,302.0,294.0,288.0,2022-05-11 07:04:00,Wednesday,24.00888454861111,34.066423611111105
Product_87,62,51.0,47.0,51.0,50.0,0,14.0,15.0,0.0,0.0,48,57.0,13.0,40.0,40.0,2022-01-30 06:32:00,Sunday,9.10625,17.95275
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,103.0,103.0,19.0,48,13.0,107.0,40.0,58.0,2022-01-31 07:13:00,Monday,9.1845,14.93975
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,105.0,0.0,48,13.0,69.0,109.0,39.0,2022-02-01 06:30:00,Tuesday,8.190540541,19.41513514
Product_87,62,0.0,0.0,0.0,41.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,87.0,2022-02-02 06:29:00,Wednesday,9.003850932,24.23149068
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,140.0,2022-02-03 06:31:00,Thursday,9.169761905,18.76190476
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,140.0,2022-02-04 06:33:00,Friday,13.86566667,11.53
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,140.0,2022-02-05 06:35:00,Saturday,13.41,14.03086957
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,140.0,2022-02-06 06:33:00,Sunday,10.74317992,15.46050209
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,140.0,2022-02-07 15:38:00,Monday,8.561219512,22.85243902
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,140.0,2022-02-08 06:28:00,Tuesday,13.43014085,12.98084507
Product_87,55,0.0,0.0,0.0,0.0,156,0.0,0.0,0.0,0.0,97,13.0,69.0,112.0,140.0,2022-02-09 12:58:00,Wednesday,8.872222222,23.94111111
Product_87,30,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74,79.0,69.0,112.0,140.0,2022-02-10 18:00:00,Thursday,14.10637367,28.37485424
Product_87,15,22.0,55.0,0.0,0.0,153,150.0,87.0,0.0,0.0,115,104.0,50.0,112.0,140.0,2022-02-11 11:58:00,Friday,12.86730769,19.14115385
Product_87,107,107.0,107.0,111.0,0.0,120,119.0,116.0,23.0,0.0,0,0.0,0.0,0.0,140.0,2022-02-12 17:34:00,Saturday,12.16421053,30.45789474
Product_87,144,134.0,132.0,131.0,145.0,56,55.0,53.0,49.0,70.0,27,0.0,0.0,0.0,0.0,2022-02-14 07:08:00,Monday,15.194,37.7588
Product_87,0,0.0,0.0,0.0,0.0,87,111.0,97.0,74.0,35.0,12,21.0,29.0,31.0,42.0,2022-02-15 08:35:00,Tuesday,16.93821429,23.9175
Product_87,0,0.0,0.0,0.0,0.0,87,150.0,156.0,151.0,105.0,12,23.0,14.0,16.0,65.0,2022-02-16 07:03:00,Wednesday,12.67357143,13.08071429
Product_87,165,0.0,165.0,152.0,153.0,113,150.0,113.0,92.0,109.0,0,23.0,0.0,6.0,21.0,2022-02-17 16:30:00,Thursday,10.44060606,12.1330303
Product_87,175,145.0,165.0,145.0,130.0,0,0.0,113.0,0.0,0.0,0,7.0,0.0,7.0,2.0,2022-02-18 10:29:00,Friday,12.20880499,19.34153389
Product_87,94,68.0,55.0,145.0,55.0,0,0.0,44.0,0.0,44.0,7,7.0,2.0,7.0,2.0,2022-02-19 18:34:00,Saturday,13.72509434,27.18867925
Product_87,74,68.0,68.0,87.0,55.0,51,44.0,47.0,12.0,44.0,0,0.0,0.0,0.0,2.0,2022-02-20 17:32:00,Sunday,10.45040816,20.37428571
Product_87,159,154.0,147.0,147.0,150.0,6,3.0,9.0,9.0,23.0,1,2.0,1.0,2.0,7.0,2022-02-21 15:05:00,Monday,8.996181818,11.62236364
Product_87,159,160.0,144.0,137.0,131.0,6,31.0,32.0,29.0,29.0,1,0.0,0.0,1.0,3.0,2022-02-22 07:05:00,Tuesday,14.53931507,15.87356164
Product_87,159,160.0,0.0,0.0,0.0,6,31.0,1.0,1.0,0.0,1,0.0,2.0,2.0,7.0,2022-02-23 06:29:00,Wednesday,11.64701493,16.43373134
Product_87,159,160.0,0.0,0.0,0.0,6,31.0,1.0,4.0,3.0,1,0.0,2.0,0.0,7.0,2022-02-24 06:28:00,Thursday,10.90306122,12.60530612
Product_87,92,160.0,0.0,0.0,56.0,0,31.0,1.0,4.0,0.0,0,0.0,2.0,0.0,7.0,2022-02-25 11:34:00,Friday,13.66616438,12.7109589
Product_87,32,8.0,0.0,0.0,56.0,0,0.0,1.0,4.0,0.0,0,0.0,2.0,0.0,7.0,2022-02-26 12:38:00,Saturday,14.05785714,20.79178571
Product_87,2,0.0,0.0,0.0,56.0,0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,7.0,2022-02-27 16:30:00,Sunday,16.35078947,25.96671053
Product_87,2,0.0,0.0,0.0,56.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0,2022-02-28 15:34:00,Monday,12.18428571,21.08571429
Product_87,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2022-03-01 07:42:00,Tuesday,16.41755319,19.47382979
Product_87,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2022-03-02 06:36:00,Wednesday,15.53977778,26.71933333
Product_87,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,55.0,2022-03-03 06:01:00,Thursday,16.33257143,19.11628571
Product_87,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,55.0,2022-03-04 15:57:00,Friday,15.47233333,24.22916667
Product_87,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,3.0,0.0,0.0,0.0,2022-03-05 16:01:00,Saturday,19.718,30.57
Product_87,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2022-03-06 15:01:00,Sunday,14.54181818,13.35
Product_87,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58,43.0,43.0,0.0,0.0,2022-03-07 16:03:00,Monday,12.49631579,21.79947368
Product_87,0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,58,65.0,0.0,0.0,0.0,2022-03-08 07:08:00,Tuesday,15.33172414,28.03034483
Product_87,0,0.0,0.0,0.0,0.0,0,2.0,24.0,1.0,2.0,58,65.0,72.0,0.0,0.0,2022-03-09 06:33:00,Wednesday,16.68,21.752
Product_87,0,0.0,0.0,0.0,0.0,39,2.0,24.0,44.0,11.0,59,65.0,72.0,71.0,0.0,2022-03-10 17:29:00,Thursday,15.80965789,36.52771053
Product_87,0,0.0,0.0,0.0,0.0,0,0.0,24.0,44.0,0.0,60,58.0,72.0,71.0,45.0,2022-03-11 06:33:00,Friday,19.02594855,30.04318328
Product_87,0,0.0,0.0,0.0,0.0,54,55.0,54.0,44.0,0.0,65,41.0,22.0,71.0,45.0,2022-03-12 06:39:00,Saturday,19.509,42.867
Product_87,0,1.0,1.0,4.0,0.0,57,59.0,59.0,60.0,0.0,0,0.0,0.0,0.0,45.0,2022-03-13 16:26:00,Sunday,20.76761905,50.01571429
Product_87,60,24.0,26.0,25.0,26.0,62,58.0,58.0,65.0,59.0,90,89.0,94.0,53.0,0.0,2022-03-14 07:03:00,Monday,26.57186957,38.8723913
Product_87,104,64.0,48.0,40.0,39.0,0,0.0,62.0,56.0,62.0,29,43.0,93.0,85.0,60.0,2022-03-24 18:30:00,Thursday,18.077916666666667,29.488958333333333
Product_87,75,64.0,58.0,0.0,0.0,0,0.0,85.0,57.0,53.0,37,37.0,66.0,93.0,99.0,2022-03-25 17:30:00,Friday,18.93392681838465,30.314096385542168
Product_87,23,18.0,15.0,60.0,54.0,41,41.0,40.0,79.0,74.0,0,0.0,0.0,0.0,93.0,2022-03-26 16:33:00,Saturday,22.7125,44.781
Product_87,41,40.0,42.0,44.0,57.0,15,16.0,12.0,11.0,94.0,0,0.0,0.0,0.0,104.0,2022-03-27 17:06:00,Sunday,22.076666666666668,37.06
Product_87,62,51.0,47.0,51.0,50.0,0,14.0,15.0,0.0,0.0,48,57.0,13.0,40.0,40.0,2022-03-28 06:32:00,Monday,19.345116279069767,22.69581395348837
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,103.0,103.0,19.0,48,13.0,107.0,40.0,58.0,2022-03-29 07:13:00,Tuesday,19.264869029275808,26.678520801232665
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,105.0,0.0,48,13.0,69.0,109.0,39.0,2022-03-30 06:30:00,Wednesday,20.488076923076925,29.026538461538458
Product_87,62,0.0,0.0,0.0,41.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,87.0,2022-03-31 06:29:00,Thursday,24.5975641025641,43.14782051282051
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,140.0,2022-04-01 06:31:00,Friday,19.2385,32.25075
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,140.0,2022-04-02 06:33:00,Saturday,27.51234042553192,1021.615319148936
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,140.0,2022-04-03 06:35:00,Sunday,18.52578947368421,31.69815789473684
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,140.0,2022-04-04 06:33:00,Monday,17.395576923076923,37.58807692307692
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,140.0,2022-04-05 15:38:00,Tuesday,21.54230769230769,29.184615384615384
Product_87,62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,13.0,69.0,112.0,140.0,2022-04-06 06:28:00,Wednesday,23.31573120494336,23.293002059732235
Product_87,55,0.0,0.0,0.0,0.0,156,0.0,0.0,0.0,0.0,97,13.0,69.0,112.0,140.0,2022-04-07 12:58:00,Thursday,22.20712784588441,24.05949211908932
Product_87,30,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74,79.0,69.0,112.0,140.0,2022-04-08 18:00:00,Friday,22.86332020997376,23.87544619422572
