Product_Number,Total_Orders,Mean_Orders,Std_Orders,Record_Count,First_Date,Last_Date,CV,Active_Days,Volume_Category,Volatility_Category,Segment
Product_93,6639,21.7672131147541,11.28845359834254,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.5185989377156913,104,Medium,Stable,Medium_Stable
Product_94,16345,53.59016393442623,18.30406290207278,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.34155638942381145,104,Medium,Stable,Medium_Stable
Product_95,20665,67.75409836065573,57.10109218057021,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.8427695676299983,104,Medium,Stable,Medium_Stable
Product_96,35644,116.8655737704918,29.603825350954835,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.25331519279657794,104,High,Stable,High_Stable
Product_97,9412,30.859016393442623,23.720337273005313,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.7686679630542521,104,Medium,Stable,Medium_Stable
Product_98,9022,29.58032786885246,21.095512896486603,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.7131602120847278,104,Medium,Stable,Medium_Stable
Product_99,150654,246.97377049180326,114.70301181781849,610,2022-01-26 18:30:00,2022-05-11 07:04:00,0.46443398256182566,104,High,Stable,High_Stable
Product_9a,13644,44.734426229508195,21.641022245515313,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.48376662158327255,104,Medium,Stable,Medium_Stable
Product_9b,312,1.223529411764706,4.349974578407667,255,2022-01-26 18:30:00,2022-05-11 07:04:00,3.555267684275497,104,Low,Volatile,Low_Volatile
Product_9c,44189,144.88196721311476,62.838811936501656,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.43372417661936236,104,High,Stable,High_Stable
Product_9d,8562,28.072131147540983,16.613090621035678,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.5918001213987248,104,Medium,Stable,Medium_Stable
Product_9e,157687,258.5032786885246,106.18075252126121,610,2022-01-26 18:30:00,2022-05-11 07:04:00,0.41075205335867476,104,High,Stable,High_Stable
Product_9f,50777,166.48196721311476,40.36332325934517,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.24244862032219858,104,High,Stable,High_Stable
Product_a0,162610,533.1475409836065,163.99849927763034,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.30760434339633025,104,High,Stable,High_Stable
Product_a1,129466,424.47868852459015,91.0733891364579,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.2145535019744154,104,High,Stable,High_Stable
Product_a2,81181,266.1672131147541,119.54621535496035,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.4491395238203879,104,High,Stable,High_Stable
Product_a3,4783,15.681967213114755,18.91638029554713,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.206250468354981,104,Medium,Moderate,Medium_Moderate
Product_a4,4633,15.190163934426229,25.40390630523468,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.672391846124882,104,Medium,Moderate,Medium_Moderate
Product_a5,31214,102.34098360655737,66.29297359233138,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.647765648287982,104,High,Stable,High_Stable
Product_a6,17125,56.14754098360656,46.07175327166804,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.8205480144735037,104,Medium,Stable,Medium_Stable
Product_a7,1138,3.7311475409836063,5.890992817529689,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.5788689010075179,104,Low,Moderate,Low_Moderate
Product_a8,2505,8.21311475409836,12.021245931817365,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.4636646743330526,104,Medium,Moderate,Medium_Moderate
Product_a9,58618,192.19016393442624,125.71384290391575,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.6541117418829421,104,High,Stable,High_Stable
Product_aa,28153,92.30491803278689,39.49644565216524,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.42789102134445345,104,Medium,Stable,Medium_Stable
Product_ab,7797,25.56393442622951,13.50134048884354,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.5281401627673823,104,Medium,Stable,Medium_Stable
Product_ac,557,1.8262295081967213,4.121425949237406,305,2022-01-26 18:30:00,2022-05-11 07:04:00,2.2567951786668026,104,Low,Volatile,Low_Volatile
Product_ad,10377,34.02295081967213,18.18914143834229,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.5346138709351834,104,Medium,Stable,Medium_Stable
Product_ae,2118,6.944262295081967,4.914416379594592,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.7076945211408644,104,Low,Stable,Low_Stable
Product_af,4722,15.481967213114753,35.06216991680972,305,2022-01-26 18:30:00,2022-05-11 07:04:00,2.26471025510948,104,Medium,Volatile,Medium_Volatile
Product_b0,1192,3.908196721311475,5.835866166092388,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.493237567666257,104,Low,Moderate,Low_Moderate
Product_b1,40,0.40404040404040403,0.49320261016886974,99,2022-01-26 18:30:00,2022-05-11 07:04:00,1.2206764601679527,104,Low,Moderate,Low_Moderate
Product_b2,1454,4.767213114754099,6.477306572288083,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.358719741779825,104,Low,Moderate,Low_Moderate
Product_b3,4037,13.236065573770492,11.490414093857432,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.8681140199718891,104,Medium,Stable,Medium_Stable
Product_b4,1972,6.465573770491804,8.656813661980781,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.3389088067465202,104,Low,Moderate,Low_Moderate
Product_b5,2319,7.60327868852459,10.375039112372612,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.3645480505707834,104,Low,Moderate,Low_Moderate
Product_b6,14697,48.18688524590164,29.648730088462454,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.6152862949568652,104,Medium,Stable,Medium_Stable
Product_b7,22463,73.64918032786885,26.723822797609486,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.36285295611765545,104,Medium,Stable,Medium_Stable
Product_b8,2332,7.645901639344262,7.871032287229497,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.0294446173263279,104,Medium,Moderate,Medium_Moderate
Product_b9,26748,87.6983606557377,44.66381178123992,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.5092890157498945,104,Medium,Stable,Medium_Stable
Product_ba,28053,91.97704918032787,53.98759723990044,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.586968137388858,104,Medium,Stable,Medium_Stable
Product_bb,1887,6.18688524590164,7.836391897025176,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.2666134226776251,104,Low,Moderate,Low_Moderate
Product_bc,53678,175.99344262295082,58.24008801157675,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.33092192040558344,104,High,Stable,High_Stable
Product_bd,4417,14.481967213114753,12.840385357042154,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.8866464871853876,104,Medium,Stable,Medium_Stable
Product_be,12523,41.059016393442626,19.00267793670613,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.46281376432926374,104,Medium,Stable,Medium_Stable
Product_bf,9350,30.65573770491803,18.11865610022839,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.5910363754619956,104,Medium,Stable,Medium_Stable
Product_c0,237438,778.4852459016394,280.5857840000387,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.36042530732238226,104,High,Stable,High_Stable
Product_c1,13700,44.91803278688525,22.891402001428986,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.5096261029515212,104,Medium,Stable,Medium_Stable
Product_c2,22872,74.99016393442623,67.5881726868251,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.9012938382949307,104,Medium,Stable,Medium_Stable
Product_c3,57271,187.77377049180328,79.34740797187422,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.42256917866671856,104,High,Stable,High_Stable
Product_c4,10414,34.144262295081965,18.108377355723807,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.5303490583345267,104,Medium,Stable,Medium_Stable
Product_c5,109908,360.3540983606557,97.51777431402617,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.2706165262381081,104,High,Stable,High_Stable
Product_c6,237438,778.4852459016394,280.5857840000386,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.36042530732238215,104,High,Stable,High_Stable
Product_c7,13700,44.91803278688525,22.89140200142899,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.5096261029515212,104,Medium,Stable,Medium_Stable
Product_c8,22872,74.99016393442623,67.5881726868251,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.9012938382949307,104,Medium,Stable,Medium_Stable
Product_c9,57271,187.77377049180328,79.3474079718742,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.42256917866671845,104,High,Stable,High_Stable
Product_ca,10414,34.144262295081965,18.108377355723814,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.530349058334527,104,Medium,Stable,Medium_Stable
Product_cb,109908,360.3540983606557,97.5177743140262,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.27061652623810817,104,High,Stable,High_Stable
Product_cc,8639,28.324590163934428,16.921341396312556,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.5974081636619203,104,Medium,Stable,Medium_Stable
Product_cd,21822,71.54754098360655,52.07318864676179,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.7278124157850953,104,Medium,Stable,Medium_Stable
Product_ce,36415,119.39344262295081,56.26326705779941,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.4712425223844246,104,High,Stable,High_Stable
Product_cf,58000,190.1639344262295,68.53504201844027,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.36039978992455657,104,High,Stable,High_Stable
Product_d0,1772,5.80983606557377,5.190125521946787,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.8933342461590125,104,Low,Stable,Low_Stable
Product_d1,19920,65.31147540983606,49.721507638336604,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.7612981842215193,104,Medium,Stable,Medium_Stable
Product_d2,21616,70.87213114754098,52.11109126293867,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.7352832547740699,104,Medium,Stable,Medium_Stable
Product_d3,1696,5.560655737704918,5.171762866522499,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.9300634871989164,104,Low,Stable,Low_Stable
Product_d4,42228,138.45245901639345,108.11643274023068,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.7808921091638333,104,High,Stable,High_Stable
Product_d5,63598,208.51803278688524,142.60820165869802,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.6839130398110459,104,High,Stable,High_Stable
Product_d6,21370,70.06557377049181,41.816276126575936,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.596816294740555,104,Medium,Stable,Medium_Stable
Product_d7,3102,10.170491803278688,6.812607900214921,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.6698405575646522,104,Medium,Stable,Medium_Stable
Product_d8,3102,10.170491803278688,6.81260790021492,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.6698405575646521,104,Medium,Stable,Medium_Stable
Product_d9,3289,10.783606557377048,9.51724854381211,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.8825663745401927,104,Medium,Stable,Medium_Stable
Product_da,401,1.3147540983606558,1.2562784515727832,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.9555235105478774,104,Low,Stable,Low_Stable
Product_db,4615,15.131147540983607,7.556095939694687,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.49937362114991973,104,Medium,Stable,Medium_Stable
Product_dc,6505,21.327868852459016,37.881272848392015,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.7761396185641145,104,Medium,Moderate,Medium_Moderate
Product_dd,2503,8.20655737704918,15.048385435912476,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.83370258008522,104,Medium,Moderate,Medium_Moderate
Product_de,4615,15.131147540983607,7.556095939694691,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.49937362114991996,104,Medium,Stable,Medium_Stable
Product_df,16610,54.459016393442624,23.050840384905463,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.42326949532788477,104,Medium,Stable,Medium_Stable
Product_e0,183324,601.0622950819672,165.35997232904532,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.27511286880255076,104,High,Stable,High_Stable
Product_e1,146,0.6460176991150443,1.4417295414870501,226,2022-01-26 18:30:00,2022-05-10 06:30:00,2.231718331342968,103,Low,Volatile,Low_Volatile
Product_e2,12550,41.14754098360656,4.5336318715248165,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.11017989807291385,104,Medium,Stable,Medium_Stable
Product_e3,86637,284.05573770491804,51.92859636010754,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.18281129182488773,104,High,Stable,High_Stable
Product_e4,146,0.6460176991150443,1.4417295414870506,226,2022-01-26 18:30:00,2022-05-10 06:30:00,2.2317183313429685,103,Low,Volatile,Low_Volatile
Product_e5,21815,71.52459016393442,48.48392522452033,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.6778637264945543,104,Medium,Stable,Medium_Stable
Product_e6,7894,25.881967213114756,16.18130732183461,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.6251961911780537,104,Medium,Stable,Medium_Stable
Product_e7,8335,27.327868852459016,29.61125392363708,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.0835551825686034,104,Medium,Moderate,Medium_Moderate
Product_e8,4976,16.314754098360655,14.943069992844306,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.9159237033395324,104,Medium,Stable,Medium_Stable
Product_e9,10988,57.229166666666664,37.496381442633215,192,2022-01-26 18:30:00,2022-04-25 06:32:00,0.6551970546947194,88,Medium,Stable,Medium_Stable
Product_ea,5823,19.091803278688523,23.797350962993985,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.2464695249378612,104,Medium,Moderate,Medium_Moderate
Product_eb,28630,93.8688524590164,82.29413617632648,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.8766926836807396,104,Medium,Stable,Medium_Stable
Product_ec,30728,100.74754098360656,66.82492740893673,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.6632909027507714,104,High,Stable,High_Stable
Product_ed,1996,6.5442622950819676,12.0117339093872,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.8354603418652784,104,Low,Moderate,Low_Moderate
Product_ee,152644,500.472131147541,114.61158681657945,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.22900693102288153,104,High,Stable,High_Stable
Product_ef,68207,223.6295081967213,96.7439841463403,305,2022-01-26 18:30:00,2022-05-11 07:04:00,0.43260831241124503,104,High,Stable,High_Stable
Product_f0,1896,6.216393442622951,6.543306652599805,305,2022-01-26 18:30:00,2022-05-11 07:04:00,1.0525888866260233,104,Low,Moderate,Low_Moderate
Product_f1,70,1.0606060606060606,0.9261797113999302,66,2022-01-26 18:30:00,2022-04-07 06:30:00,0.8732551564627914,70,Low,Stable,Low_Stable
Product_f2,364,1.5166666666666666,2.457958922389917,240,2022-01-27 06:25:00,2022-05-10 06:30:00,1.6206322565208244,103,Low,Moderate,Low_Moderate
Product_f3,12,0.08450704225352113,0.49812353912833995,142,2022-01-29 06:32:00,2022-04-19 06:04:00,5.894461879685356,79,Low,Volatile,Low_Volatile
Product_f4,16,0.07655502392344497,0.3846521881544971,209,2022-01-30 06:23:00,2022-05-11 07:04:00,5.024519207768118,101,Low,Volatile,Low_Volatile
Product_f5,90,0.37656903765690375,1.4024420277580742,239,2022-02-09 08:37:00,2022-05-11 07:04:00,3.724262718157553,90,Low,Volatile,Low_Volatile
Product_f6,86,0.37719298245614036,1.3820137951535036,228,2022-02-10 06:37:00,2022-05-11 07:04:00,3.663943549941847,90,Low,Volatile,Low_Volatile
Product_f7,0,0.0,0.0,74,2022-02-12 06:31:00,2022-04-27 07:06:00,0.0,74,Low,Stable,Low_Stable
Product_f8,86,0.5850340136054422,1.045823640905218,147,2022-02-21 06:35:00,2022-05-11 07:04:00,1.787628781547291,79,Low,Moderate,Low_Moderate
